gene_id	colors
ENSG00000095397.16	red
ENSG00000095464.10	blue
ENSG00000095485.18	grey
ENSG00000095539.15	brown
ENSG00000095564.14	black
ENSG00000095574.12	yellow
ENSG00000095585.17	purple
ENSG00000095587.9	magenta
ENSG00000095596.12	grey
ENSG00000095627.9	grey
ENSG00000095637.22	turquoise
ENSG00000095713.14	midnightblue
ENSG00000095739.11	brown
ENSG00000095752.7	greenyellow
ENSG00000095777.17	grey
ENSG00000095787.23	yellow
ENSG00000095794.19	turquoise
ENSG00000095906.17	green
ENSG00000095917.14	turquoise
ENSG00000095932.7	grey
ENSG00000095951.17	salmon
ENSG00000095970.17	red
ENSG00000096006.12	purple
ENSG00000096060.15	turquoise
ENSG00000096063.16	yellow
ENSG00000096070.19	yellow
ENSG00000096080.12	pink
ENSG00000096088.16	grey
ENSG00000096092.6	grey
ENSG00000096093.16	blue
ENSG00000096384.20	pink
ENSG00000096401.8	pink
ENSG00000096433.11	greenyellow
ENSG00000096654.15	grey
ENSG00000096696.14	greenyellow
ENSG00000096717.12	yellow
ENSG00000096746.17	grey
ENSG00000096872.17	grey
ENSG00000096968.14	turquoise
ENSG00000096996.16	red
ENSG00000097007.19	turquoise
ENSG00000097021.20	pink
ENSG00000097033.14	salmon
ENSG00000097046.13	pink
ENSG00000097096.9	brown
ENSG00000099139.14	turquoise
ENSG00000099194.6	pink
ENSG00000099203.7	grey
ENSG00000099204.20	grey
ENSG00000099219.14	purple
ENSG00000099246.17	yellow
ENSG00000099250.18	turquoise
ENSG00000099251.14	blue
ENSG00000099256.19	grey
ENSG00000099260.11	grey
ENSG00000099282.10	brown
ENSG00000099284.15	grey
ENSG00000099290.17	grey
ENSG00000099308.10	grey
ENSG00000099326.9	blue
ENSG00000099330.9	green
ENSG00000099331.13	red
ENSG00000099337.5	grey
ENSG00000099338.23	blue
ENSG00000099341.11	green
ENSG00000099364.18	grey
ENSG00000099365.11	magenta
ENSG00000099377.14	lightgreen
ENSG00000099381.18	green
ENSG00000099385.12	green
ENSG00000099399.6	grey
ENSG00000099617.4	grey
ENSG00000099622.14	darkred
ENSG00000099624.8	green
ENSG00000099625.13	grey
ENSG00000099715.14	darkorange
ENSG00000099725.14	darkorange
ENSG00000099769.6	grey
ENSG00000099783.12	pink
ENSG00000099785.10	turquoise
ENSG00000099795.7	green
ENSG00000099797.15	green
ENSG00000099800.8	green
ENSG00000099804.9	green
ENSG00000099810.21	grey
ENSG00000099812.9	purple
ENSG00000099814.16	purple
ENSG00000099817.12	green
ENSG00000099821.14	green
ENSG00000099822.3	grey
ENSG00000099834.19	grey
ENSG00000099840.14	blue
ENSG00000099849.15	purple
ENSG00000099860.9	turquoise
ENSG00000099864.18	turquoise
ENSG00000099866.15	blue
ENSG00000099869.8	grey
ENSG00000099875.15	grey
ENSG00000099889.14	blue
ENSG00000099899.15	green
ENSG00000099901.17	green
ENSG00000099904.16	grey
ENSG00000099910.17	grey
ENSG00000099917.17	grey
ENSG00000099937.11	grey
ENSG00000099940.12	grey
ENSG00000099942.13	grey
ENSG00000099949.21	blue
ENSG00000099953.10	red
ENSG00000099954.18	purple
ENSG00000099956.20	pink
ENSG00000099957.16	midnightblue
ENSG00000099958.15	lightyellow
ENSG00000099960.13	brown
ENSG00000099968.18	grey
ENSG00000099974.8	blue
ENSG00000099984.11	grey
ENSG00000099985.4	red
ENSG00000099991.18	grey
ENSG00000099992.16	grey
ENSG00000099994.11	grey
ENSG00000099995.19	yellow
ENSG00000099998.18	turquoise
ENSG00000099999.15	blue
ENSG00000100003.18	magenta
ENSG00000100014.20	grey
ENSG00000100023.19	grey
ENSG00000100024.15	red
ENSG00000100027.17	grey60
ENSG00000100028.12	grey
ENSG00000100029.18	green
ENSG00000100030.15	yellow
ENSG00000100031.19	grey
ENSG00000100033.16	greenyellow
ENSG00000100034.14	grey
ENSG00000100036.13	grey
ENSG00000100038.20	black
ENSG00000100053.10	blue
ENSG00000100055.21	red
ENSG00000100056.12	grey
ENSG00000100058.12	blue
ENSG00000100060.18	red
ENSG00000100065.15	greenyellow
ENSG00000100068.13	blue
ENSG00000100075.10	green
ENSG00000100077.15	grey
ENSG00000100078.4	grey
ENSG00000100079.7	red
ENSG00000100083.19	green
ENSG00000100084.14	grey
ENSG00000100092.24	purple
ENSG00000100095.19	grey
ENSG00000100097.12	turquoise
ENSG00000100099.21	grey
ENSG00000100100.13	brown
ENSG00000100104.13	yellow
ENSG00000100105.18	brown
ENSG00000100106.22	brown
ENSG00000100109.17	yellow
ENSG00000100116.17	green
ENSG00000100122.7	red
ENSG00000100124.15	green
ENSG00000100129.18	yellow
ENSG00000100138.15	darkred
ENSG00000100139.13	greenyellow
ENSG00000100142.16	green
ENSG00000100146.18	turquoise
ENSG00000100147.14	pink
ENSG00000100150.20	brown
ENSG00000100151.16	green
ENSG00000100154.14	turquoise
ENSG00000100156.10	grey
ENSG00000100162.15	pink
ENSG00000100167.20	grey60
ENSG00000100170.10	greenyellow
ENSG00000100181.22	turquoise
ENSG00000100191.6	grey
ENSG00000100196.11	grey
ENSG00000100197.22	blue
ENSG00000100201.23	black
ENSG00000100206.10	grey
ENSG00000100207.20	yellow
ENSG00000100209.11	green
ENSG00000100211.10	green
ENSG00000100216.6	green
ENSG00000100218.12	grey
ENSG00000100219.16	lightyellow
ENSG00000100220.12	grey
ENSG00000100221.10	salmon
ENSG00000100225.18	grey
ENSG00000100226.16	grey
ENSG00000100227.18	pink
ENSG00000100228.12	grey
ENSG00000100234.12	turquoise
ENSG00000100239.16	grey
ENSG00000100241.21	grey
ENSG00000100242.15	grey
ENSG00000100243.21	salmon
ENSG00000100246.13	brown
ENSG00000100249.4	grey
ENSG00000100253.13	grey
ENSG00000100258.18	greenyellow
ENSG00000100263.14	green
ENSG00000100266.19	grey
ENSG00000100271.17	grey
ENSG00000100276.10	brown
ENSG00000100280.16	brown
ENSG00000100281.14	yellow
ENSG00000100284.21	lightgreen
ENSG00000100285.10	turquoise
ENSG00000100288.20	blue
ENSG00000100290.3	purple
ENSG00000100292.18	red
ENSG00000100294.13	green
ENSG00000100296.14	grey
ENSG00000100297.16	pink
ENSG00000100298.16	grey
ENSG00000100299.18	lightgreen
ENSG00000100300.18	green
ENSG00000100302.7	turquoise
ENSG00000100304.13	pink
ENSG00000100307.13	turquoise
ENSG00000100311.17	turquoise
ENSG00000100312.11	turquoise
ENSG00000100314.4	brown
ENSG00000100316.16	darkred
ENSG00000100319.13	green
ENSG00000100320.23	yellow
ENSG00000100321.15	brown
ENSG00000100324.14	green
ENSG00000100325.15	green
ENSG00000100330.16	blue
ENSG00000100335.15	pink
ENSG00000100336.17	brown
ENSG00000100342.21	grey
ENSG00000100344.11	grey
ENSG00000100345.22	salmon
ENSG00000100346.18	brown
ENSG00000100347.15	green
ENSG00000100348.10	green
ENSG00000100350.15	grey60
ENSG00000100351.17	red
ENSG00000100353.18	darkred
ENSG00000100354.21	yellow
ENSG00000100359.21	blue
ENSG00000100360.15	green
ENSG00000100362.13	brown
ENSG00000100364.19	magenta
ENSG00000100365.16	red
ENSG00000100368.14	red
ENSG00000100372.15	pink
ENSG00000100373.10	brown
ENSG00000100376.12	brown
ENSG00000100379.17	green
ENSG00000100380.14	salmon
ENSG00000100385.14	red
ENSG00000100387.9	green
ENSG00000100393.14	yellow
ENSG00000100395.15	green
ENSG00000100399.16	brown
ENSG00000100401.20	green
ENSG00000100403.12	grey
ENSG00000100410.8	pink
ENSG00000100412.17	grey
ENSG00000100413.17	grey
ENSG00000100416.15	blue
ENSG00000100417.12	green
ENSG00000100418.8	grey
ENSG00000100422.14	turquoise
ENSG00000100425.18	purple
ENSG00000100426.7	grey
ENSG00000100427.16	grey
ENSG00000100429.18	blue
ENSG00000100433.16	grey
ENSG00000100439.10	grey
ENSG00000100441.10	yellow
ENSG00000100442.11	salmon
ENSG00000100445.17	blue
ENSG00000100448.4	turquoise
ENSG00000100450.13	red
ENSG00000100453.13	red
ENSG00000100461.18	salmon
ENSG00000100462.16	yellow
ENSG00000100473.18	grey
ENSG00000100478.15	grey
ENSG00000100479.13	pink
ENSG00000100483.14	grey
ENSG00000100485.12	yellow
ENSG00000100490.9	midnightblue
ENSG00000100503.26	magenta
ENSG00000100504.17	greenyellow
ENSG00000100505.13	grey
ENSG00000100519.12	salmon
ENSG00000100522.10	yellow
ENSG00000100523.16	grey
ENSG00000100526.20	pink
ENSG00000100528.12	salmon
ENSG00000100532.12	grey
ENSG00000100554.12	salmon
ENSG00000100557.10	brown
ENSG00000100558.9	greenyellow
ENSG00000100564.9	grey
ENSG00000100567.13	green
ENSG00000100568.11	salmon
ENSG00000100575.14	green
ENSG00000100577.19	grey
ENSG00000100578.18	yellow
ENSG00000100580.8	yellow
ENSG00000100583.4	grey
ENSG00000100591.8	green
ENSG00000100592.16	yellow
ENSG00000100593.18	grey
ENSG00000100596.7	grey
ENSG00000100599.16	red
ENSG00000100600.15	grey
ENSG00000100601.10	salmon
ENSG00000100603.14	salmon
ENSG00000100604.13	turquoise
ENSG00000100605.17	grey
ENSG00000100612.14	salmon
ENSG00000100614.18	yellow
ENSG00000100625.9	grey
ENSG00000100626.17	turquoise
ENSG00000100628.12	turquoise
ENSG00000100629.17	pink
ENSG00000100632.11	green
ENSG00000100644.17	salmon
ENSG00000100647.8	salmon
ENSG00000100650.16	blue
ENSG00000100652.5	brown
ENSG00000100664.11	grey
ENSG00000100665.12	grey
ENSG00000100678.19	turquoise
ENSG00000100697.15	yellow
ENSG00000100711.14	yellow
ENSG00000100714.17	salmon
ENSG00000100721.11	red
ENSG00000100722.20	yellow
ENSG00000100726.15	green
ENSG00000100731.16	magenta
ENSG00000100739.11	turquoise
ENSG00000100744.15	salmon
ENSG00000100749.8	pink
ENSG00000100764.14	yellow
ENSG00000100767.17	magenta
ENSG00000100784.12	yellow
ENSG00000100796.17	yellow
ENSG00000100802.15	grey
ENSG00000100804.19	magenta
ENSG00000100811.14	salmon
ENSG00000100813.14	blue
ENSG00000100814.18	darkred
ENSG00000100815.12	yellow
ENSG00000100823.12	green
ENSG00000100836.10	blue
ENSG00000100842.13	purple
ENSG00000100852.13	yellow
ENSG00000100865.15	green
ENSG00000100867.15	brown
ENSG00000100883.13	salmon
ENSG00000100884.9	turquoise
ENSG00000100888.15	yellow
ENSG00000100889.12	brown
ENSG00000100890.16	yellow
ENSG00000100897.18	grey
ENSG00000100902.11	grey
ENSG00000100906.11	grey
ENSG00000100908.14	green
ENSG00000100911.16	greenyellow
ENSG00000100916.14	salmon
ENSG00000100918.13	red
ENSG00000100926.15	pink
ENSG00000100934.15	salmon
ENSG00000100938.18	grey
ENSG00000100941.9	grey
ENSG00000100949.14	greenyellow
ENSG00000100968.14	turquoise
ENSG00000100979.15	grey
ENSG00000100982.12	lightgreen
ENSG00000100983.12	green
ENSG00000100985.7	red
ENSG00000100987.15	turquoise
ENSG00000100991.12	grey
ENSG00000100994.12	turquoise
ENSG00000100997.20	brown
ENSG00000101000.6	grey
ENSG00000101003.10	pink
ENSG00000101004.15	grey
ENSG00000101017.14	red
ENSG00000101019.22	grey
ENSG00000101040.19	grey
ENSG00000101049.17	brown
ENSG00000101052.13	pink
ENSG00000101057.16	pink
ENSG00000101076.17	grey
ENSG00000101079.21	lightgreen
ENSG00000101082.14	red
ENSG00000101084.18	grey
ENSG00000101096.20	turquoise
ENSG00000101098.13	grey60
ENSG00000101104.13	blue
ENSG00000101109.12	yellow
ENSG00000101115.13	grey
ENSG00000101126.18	black
ENSG00000101132.10	green
ENSG00000101134.12	turquoise
ENSG00000101138.12	green
ENSG00000101144.13	purple
ENSG00000101146.13	pink
ENSG00000101150.18	lightgreen
ENSG00000101152.11	grey
ENSG00000101158.15	grey
ENSG00000101160.14	magenta
ENSG00000101161.8	lightgreen
ENSG00000101162.4	black
ENSG00000101166.16	pink
ENSG00000101180.16	brown
ENSG00000101181.17	green
ENSG00000101182.15	green
ENSG00000101187.16	grey
ENSG00000101188.5	grey
ENSG00000101189.7	green
ENSG00000101190.13	grey
ENSG00000101191.17	black
ENSG00000101193.8	grey
ENSG00000101194.18	magenta
ENSG00000101197.13	red
ENSG00000101198.15	turquoise
ENSG00000101199.13	green
ENSG00000101200.5	brown
ENSG00000101203.16	grey
ENSG00000101204.18	grey
ENSG00000101210.13	grey
ENSG00000101213.7	purple
ENSG00000101216.11	pink
ENSG00000101220.18	lightgreen
ENSG00000101222.12	grey60
ENSG00000101224.17	magenta
ENSG00000101230.6	turquoise
ENSG00000101236.17	magenta
ENSG00000101246.20	lightgreen
ENSG00000101247.18	grey
ENSG00000101251.13	turquoise
ENSG00000101255.11	pink
ENSG00000101265.16	grey60
ENSG00000101266.19	pink
ENSG00000101276.18	purple
ENSG00000101278.6	purple
ENSG00000101280.8	brown
ENSG00000101282.9	tan
ENSG00000101290.14	salmon
ENSG00000101292.8	grey
ENSG00000101294.18	green
ENSG00000101298.15	turquoise
ENSG00000101306.11	pink
ENSG00000101307.16	red
ENSG00000101310.17	yellow
ENSG00000101311.16	purple
ENSG00000101323.5	darkgrey
ENSG00000101331.17	turquoise
ENSG00000101333.17	turquoise
ENSG00000101335.10	turquoise
ENSG00000101336.17	red
ENSG00000101337.16	pink
ENSG00000101342.10	red
ENSG00000101343.15	pink
ENSG00000101346.14	yellow
ENSG00000101347.10	red
ENSG00000101349.17	grey
ENSG00000101350.8	yellow
ENSG00000101353.15	turquoise
ENSG00000101361.17	pink
ENSG00000101363.12	green
ENSG00000101365.21	lightgreen
ENSG00000101367.9	salmon
ENSG00000101384.12	greenyellow
ENSG00000101391.21	green
ENSG00000101400.6	lightgreen
ENSG00000101405.3	turquoise
ENSG00000101407.13	grey
ENSG00000101412.13	pink
ENSG00000101413.12	yellow
ENSG00000101417.12	grey
ENSG00000101421.4	green
ENSG00000101425.14	turquoise
ENSG00000101439.9	grey
ENSG00000101440.9	grey
ENSG00000101441.4	grey
ENSG00000101442.10	green
ENSG00000101443.18	purple
ENSG00000101444.13	pink
ENSG00000101445.10	red
ENSG00000101447.15	pink
ENSG00000101448.14	grey
ENSG00000101452.15	pink
ENSG00000101457.13	lightgreen
ENSG00000101460.13	grey
ENSG00000101463.6	turquoise
ENSG00000101464.11	green
ENSG00000101470.10	brown
ENSG00000101473.17	lightgreen
ENSG00000101474.12	grey
ENSG00000101489.20	grey60
ENSG00000101493.11	grey
ENSG00000101542.10	grey
ENSG00000101544.9	yellow
ENSG00000101546.13	green
ENSG00000101557.15	pink
ENSG00000101558.14	grey
ENSG00000101574.15	grey
ENSG00000101577.10	grey
ENSG00000101596.16	yellow
ENSG00000101605.13	turquoise
ENSG00000101608.13	lightgreen
ENSG00000101624.11	pink
ENSG00000101638.14	grey
ENSG00000101639.18	yellow
ENSG00000101654.18	yellow
ENSG00000101665.9	turquoise
ENSG00000101670.12	grey
ENSG00000101680.15	turquoise
ENSG00000101695.9	red
ENSG00000101745.17	black
ENSG00000101746.15	turquoise
ENSG00000101751.10	black
ENSG00000101752.12	yellow
ENSG00000101773.19	grey
ENSG00000101782.15	greenyellow
ENSG00000101811.14	pink
ENSG00000101812.14	lightcyan
ENSG00000101825.8	turquoise
ENSG00000101842.14	grey
ENSG00000101843.19	pink
ENSG00000101844.18	salmon
ENSG00000101846.8	brown
ENSG00000101849.17	grey
ENSG00000101850.13	grey
ENSG00000101856.10	grey
ENSG00000101868.13	pink
ENSG00000101871.16	brown
ENSG00000101882.10	lightgreen
ENSG00000101883.5	blue
ENSG00000101888.12	yellow
ENSG00000101901.12	midnightblue
ENSG00000101911.13	pink
ENSG00000101916.12	red
ENSG00000101928.13	grey
ENSG00000101935.10	yellow
ENSG00000101938.15	turquoise
ENSG00000101940.18	green
ENSG00000101945.17	pink
ENSG00000101951.17	tan
ENSG00000101955.15	turquoise
ENSG00000101958.14	lightcyan
ENSG00000101966.13	yellow
ENSG00000101972.19	yellow
ENSG00000101974.14	yellow
ENSG00000101977.21	grey
ENSG00000101986.12	grey
ENSG00000101997.13	lightgreen
ENSG00000102001.13	blue
ENSG00000102003.11	turquoise
ENSG00000102007.11	greenyellow
ENSG00000102010.15	turquoise
ENSG00000102024.18	salmon
ENSG00000102030.16	green
ENSG00000102032.13	red
ENSG00000102034.17	grey
ENSG00000102038.16	grey
ENSG00000102043.16	brown
ENSG00000102048.16	grey
ENSG00000102053.12	brown
ENSG00000102054.18	grey
ENSG00000102057.10	grey60
ENSG00000102078.16	grey
ENSG00000102081.15	yellow
ENSG00000102096.9	red
ENSG00000102098.19	magenta
ENSG00000102100.16	pink
ENSG00000102103.17	green
ENSG00000102109.9	grey60
ENSG00000102119.11	green
ENSG00000102125.16	green
ENSG00000102144.15	salmon
ENSG00000102145.15	turquoise
ENSG00000102158.20	yellow
ENSG00000102172.16	pink
ENSG00000102174.9	magenta
ENSG00000102178.13	pink
ENSG00000102181.21	turquoise
ENSG00000102189.17	yellow
ENSG00000102195.10	grey
ENSG00000102218.6	yellow
ENSG00000102221.14	yellow
ENSG00000102225.16	lightgreen
ENSG00000102226.10	grey
ENSG00000102230.14	turquoise
ENSG00000102241.12	pink
ENSG00000102243.13	brown
ENSG00000102245.8	red
ENSG00000102265.12	green
ENSG00000102271.14	turquoise
ENSG00000102287.19	greenyellow
ENSG00000102290.22	grey
ENSG00000102302.8	salmon
ENSG00000102309.15	green
ENSG00000102312.23	magenta
ENSG00000102313.9	lightcyan
ENSG00000102316.17	grey
ENSG00000102317.18	grey
ENSG00000102349.18	brown
ENSG00000102359.8	grey
ENSG00000102362.15	yellow
ENSG00000102383.14	turquoise
ENSG00000102384.13	pink
ENSG00000102385.12	turquoise
ENSG00000102387.16	grey
ENSG00000102390.11	lightgreen
ENSG00000102393.14	grey
ENSG00000102401.20	grey
ENSG00000102409.10	brown
ENSG00000102445.20	red
ENSG00000102452.18	turquoise
ENSG00000102466.16	turquoise
ENSG00000102468.11	turquoise
ENSG00000102471.14	purple
ENSG00000102524.11	red
ENSG00000102531.16	black
ENSG00000102543.14	lightgreen
ENSG00000102547.19	brown
ENSG00000102554.14	purple
ENSG00000102572.15	yellow
ENSG00000102575.13	red
ENSG00000102580.15	salmon
ENSG00000102595.20	brown
ENSG00000102606.18	grey60
ENSG00000102678.7	turquoise
ENSG00000102683.8	turquoise
ENSG00000102699.6	yellow
ENSG00000102710.20	black
ENSG00000102738.8	grey
ENSG00000102743.15	pink
ENSG00000102753.10	magenta
ENSG00000102755.12	turquoise
ENSG00000102760.13	turquoise
ENSG00000102763.18	grey
ENSG00000102780.17	grey
ENSG00000102781.14	turquoise
ENSG00000102786.15	black
ENSG00000102794.10	red
ENSG00000102796.11	grey
ENSG00000102802.10	turquoise
ENSG00000102804.15	white
ENSG00000102805.16	grey
ENSG00000102837.7	grey
ENSG00000102854.16	red
ENSG00000102858.13	grey
ENSG00000102870.6	grey
ENSG00000102871.16	greenyellow
ENSG00000102878.17	blue
ENSG00000102879.16	red
ENSG00000102882.12	lightgreen
ENSG00000102886.15	brown
ENSG00000102890.16	purple
ENSG00000102893.16	salmon
ENSG00000102897.10	grey
ENSG00000102898.12	grey
ENSG00000102900.13	pink
ENSG00000102901.13	green
ENSG00000102904.15	blue
ENSG00000102908.22	yellow
ENSG00000102910.14	yellow
ENSG00000102921.8	greenyellow
ENSG00000102924.12	turquoise
ENSG00000102931.8	yellow
ENSG00000102934.10	brown
ENSG00000102935.12	turquoise
ENSG00000102962.5	red
ENSG00000102967.12	grey
ENSG00000102970.11	grey
ENSG00000102974.16	pink
ENSG00000102977.17	green
ENSG00000102978.13	pink
ENSG00000102981.10	brown
ENSG00000102984.15	grey
ENSG00000102996.5	brown
ENSG00000103005.12	grey
ENSG00000103018.17	grey
ENSG00000103021.9	grey
ENSG00000103024.7	green
ENSG00000103034.14	grey
ENSG00000103035.11	pink
ENSG00000103037.12	grey
ENSG00000103042.9	grey
ENSG00000103043.15	grey
ENSG00000103044.11	brown
ENSG00000103047.8	salmon
ENSG00000103051.20	grey
ENSG00000103056.12	blue
ENSG00000103061.13	pink
ENSG00000103064.15	turquoise
ENSG00000103066.13	grey
ENSG00000103067.14	purple
ENSG00000103089.9	purple
ENSG00000103091.15	grey
ENSG00000103111.15	grey
ENSG00000103121.9	green
ENSG00000103126.15	green
ENSG00000103145.11	green
ENSG00000103148.17	green
ENSG00000103150.7	midnightblue
ENSG00000103152.12	lightgreen
ENSG00000103154.9	magenta
ENSG00000103160.12	grey
ENSG00000103168.17	blue
ENSG00000103174.13	lightgreen
ENSG00000103175.11	turquoise
ENSG00000103184.12	grey
ENSG00000103187.8	lightgreen
ENSG00000103194.16	pink
ENSG00000103196.12	turquoise
ENSG00000103197.18	grey
ENSG00000103199.14	grey
ENSG00000103202.13	green
ENSG00000103222.20	greenyellow
ENSG00000103226.19	yellow
ENSG00000103227.19	midnightblue
ENSG00000103241.7	turquoise
ENSG00000103245.14	green
ENSG00000103248.19	blue
ENSG00000103249.18	grey
ENSG00000103253.19	green
ENSG00000103254.10	green
ENSG00000103257.9	darkgreen
ENSG00000103260.9	grey
ENSG00000103264.18	turquoise
ENSG00000103266.11	grey
ENSG00000103269.14	blue
ENSG00000103274.11	grey
ENSG00000103275.21	green
ENSG00000103313.13	red
ENSG00000103316.12	brown
ENSG00000103319.12	yellow
ENSG00000103326.12	green
ENSG00000103335.22	magenta
ENSG00000103342.13	pink
ENSG00000103343.13	grey
ENSG00000103351.13	grey
ENSG00000103353.16	yellow
ENSG00000103355.13	grey
ENSG00000103356.18	grey
ENSG00000103363.15	green
ENSG00000103365.15	grey
ENSG00000103375.11	grey
ENSG00000103381.12	turquoise
ENSG00000103404.14	brown
ENSG00000103415.12	green
ENSG00000103423.14	grey
ENSG00000103429.11	salmon
ENSG00000103449.12	grey
ENSG00000103460.17	brown
ENSG00000103472.10	red
ENSG00000103479.16	yellow
ENSG00000103485.19	grey
ENSG00000103489.12	turquoise
ENSG00000103490.14	greenyellow
ENSG00000103494.15	pink
ENSG00000103495.14	pink
ENSG00000103496.15	lightgreen
ENSG00000103502.14	green
ENSG00000103507.14	lightgreen
ENSG00000103510.20	green
ENSG00000103512.15	pink
ENSG00000103522.16	red
ENSG00000103528.17	brown
ENSG00000103534.17	grey
ENSG00000103540.16	yellow
ENSG00000103544.15	grey
ENSG00000103546.18	greenyellow
ENSG00000103549.22	yellow
ENSG00000103550.14	pink
ENSG00000103569.10	red
ENSG00000103591.13	pink
ENSG00000103599.20	black
ENSG00000103642.12	lightgreen
ENSG00000103647.13	turquoise
ENSG00000103653.16	green
ENSG00000103657.14	yellow
ENSG00000103671.10	grey
ENSG00000103707.10	grey
ENSG00000103710.11	turquoise
ENSG00000103723.16	grey
ENSG00000103740.10	brown
ENSG00000103742.12	turquoise
ENSG00000103769.10	grey
ENSG00000103811.18	brown
ENSG00000103852.13	grey
ENSG00000103855.18	grey
ENSG00000103876.13	greenyellow
ENSG00000103888.17	turquoise
ENSG00000103932.12	grey
ENSG00000103942.13	greenyellow
ENSG00000103966.11	grey
ENSG00000103978.16	purple
ENSG00000103994.18	salmon
ENSG00000103995.14	pink
ENSG00000104043.15	red
ENSG00000104044.16	grey
ENSG00000104047.15	turquoise
ENSG00000104055.16	greenyellow
ENSG00000104059.4	brown
ENSG00000104064.18	pink
ENSG00000104067.17	yellow
ENSG00000104081.14	grey60
ENSG00000104093.14	black
ENSG00000104112.9	turquoise
ENSG00000104129.10	green
ENSG00000104131.13	pink
ENSG00000104133.15	yellow
ENSG00000104140.7	purple
ENSG00000104142.11	grey
ENSG00000104147.9	pink
ENSG00000104154.7	turquoise
ENSG00000104164.12	salmon
ENSG00000104177.18	grey60
ENSG00000104205.16	grey
ENSG00000104213.13	turquoise
ENSG00000104218.16	grey
ENSG00000104219.13	grey
ENSG00000104221.13	grey
ENSG00000104228.13	salmon
ENSG00000104231.11	grey
ENSG00000104237.11	grey
ENSG00000104267.10	grey
ENSG00000104290.11	grey
ENSG00000104299.15	grey
ENSG00000104312.8	grey
ENSG00000104313.20	turquoise
ENSG00000104320.14	pink
ENSG00000104321.11	grey
ENSG00000104324.16	turquoise
ENSG00000104325.7	grey
ENSG00000104327.7	grey
ENSG00000104331.9	pink
ENSG00000104332.12	turquoise
ENSG00000104341.17	pink
ENSG00000104343.21	grey
ENSG00000104356.11	pink
ENSG00000104361.10	purple
ENSG00000104365.16	purple
ENSG00000104368.19	grey
ENSG00000104369.5	grey
ENSG00000104371.5	brown
ENSG00000104375.17	pink
ENSG00000104381.14	grey
ENSG00000104388.15	grey
ENSG00000104408.11	darkred
ENSG00000104412.8	pink
ENSG00000104413.18	purple
ENSG00000104415.14	turquoise
ENSG00000104419.17	grey
ENSG00000104427.12	brown
ENSG00000104432.14	red
ENSG00000104435.14	turquoise
ENSG00000104442.10	pink
ENSG00000104447.13	turquoise
ENSG00000104450.13	purple
ENSG00000104472.10	pink
ENSG00000104490.18	turquoise
ENSG00000104497.14	grey
ENSG00000104517.13	yellow
ENSG00000104518.11	grey
ENSG00000104522.16	green
ENSG00000104524.14	green
ENSG00000104529.17	grey
ENSG00000104537.17	turquoise
ENSG00000104549.12	pink
ENSG00000104611.12	purple
ENSG00000104613.12	grey
ENSG00000104626.15	salmon
ENSG00000104635.15	turquoise
ENSG00000104643.10	salmon
ENSG00000104660.19	grey
ENSG00000104671.8	grey
ENSG00000104679.12	grey
ENSG00000104687.14	grey
ENSG00000104689.10	salmon
ENSG00000104691.16	grey
ENSG00000104695.13	salmon
ENSG00000104714.14	grey
ENSG00000104722.14	grey
ENSG00000104723.21	brown
ENSG00000104728.16	grey
ENSG00000104731.14	blue
ENSG00000104738.18	pink
ENSG00000104755.15	lightcyan
ENSG00000104756.16	magenta
ENSG00000104760.17	darkgrey
ENSG00000104763.20	brown
ENSG00000104765.16	salmon
ENSG00000104774.13	red
ENSG00000104783.14	brown
ENSG00000104804.8	grey
ENSG00000104805.16	green
ENSG00000104808.8	grey
ENSG00000104812.15	green
ENSG00000104814.13	red
ENSG00000104818.15	grey
ENSG00000104823.9	green
ENSG00000104824.17	pink
ENSG00000104825.17	green
ENSG00000104826.15	green
ENSG00000104827.12	grey
ENSG00000104833.12	grey60
ENSG00000104835.15	blue
ENSG00000104848.1	grey
ENSG00000104852.15	blue
ENSG00000104853.16	green
ENSG00000104856.14	lightgreen
ENSG00000104859.15	blue
ENSG00000104863.12	green
ENSG00000104866.11	blue
ENSG00000104870.13	turquoise
ENSG00000104872.11	green
ENSG00000104879.5	grey
ENSG00000104880.18	green
ENSG00000104881.16	purple
ENSG00000104883.8	green
ENSG00000104884.16	green
ENSG00000104885.18	pink
ENSG00000104886.12	green
ENSG00000104888.10	turquoise
ENSG00000104889.7	darkturquoise
ENSG00000104892.17	greenyellow
ENSG00000104894.12	red
ENSG00000104897.10	green
ENSG00000104899.8	grey60
ENSG00000104901.7	grey60
ENSG00000104903.5	red
ENSG00000104904.12	lightgreen
ENSG00000104907.12	green
ENSG00000104915.15	green
ENSG00000104918.8	red
ENSG00000104921.15	red
ENSG00000104936.19	turquoise
ENSG00000104938.18	grey
ENSG00000104946.13	blue
ENSG00000104951.16	red
ENSG00000104953.20	brown
ENSG00000104957.14	blue
ENSG00000104960.15	blue
ENSG00000104964.15	green
ENSG00000104967.8	turquoise
ENSG00000104969.11	green
ENSG00000104970.11	red
ENSG00000104972.15	red
ENSG00000104973.19	green
ENSG00000104974.12	red
ENSG00000104976.12	green
ENSG00000104979.9	green
ENSG00000104980.8	green
ENSG00000104983.8	green
ENSG00000104998.4	magenta
ENSG00000105011.9	pink
ENSG00000105048.17	magenta
ENSG00000105053.11	green
ENSG00000105058.12	green
ENSG00000105063.19	grey
ENSG00000105072.9	grey
ENSG00000105085.11	grey
ENSG00000105088.8	grey
ENSG00000105122.13	red
