gene_id	colors
ENSG00000185986.12	blue
ENSG00000185988.15	blue
ENSG00000185989.11	turquoise
ENSG00000186001.14	grey
ENSG00000186007.10	magenta
ENSG00000186010.19	blue
ENSG00000186017.14	brown
ENSG00000186019.11	blue
ENSG00000186020.13	brown
ENSG00000186026.7	grey
ENSG00000186038.9	grey
ENSG00000186047.10	red
ENSG00000186056.10	blue
ENSG00000186063.13	salmon
ENSG00000186073.14	grey
ENSG00000186074.19	red
ENSG00000186075.13	grey
ENSG00000186076.5	cyan
ENSG00000186081.12	greenyellow
ENSG00000186086.18	grey
ENSG00000186088.16	grey
ENSG00000186094.17	tan
ENSG00000186104.11	grey
ENSG00000186105.8	turquoise
ENSG00000186106.11	grey
ENSG00000186111.10	turquoise
ENSG00000186115.13	brown
ENSG00000186118.9	blue
ENSG00000186130.5	pink
ENSG00000186132.15	grey
ENSG00000186141.9	pink
ENSG00000186150.5	turquoise
ENSG00000186153.17	grey
ENSG00000186160.5	purple
ENSG00000186162.10	green
ENSG00000186166.9	blue
ENSG00000186174.12	yellow
ENSG00000186184.19	green
ENSG00000186185.14	pink
ENSG00000186187.12	green
ENSG00000186188.11	red
ENSG00000186191.8	grey
ENSG00000186193.9	pink
ENSG00000186197.15	brown
ENSG00000186198.4	turquoise
ENSG00000186204.15	brown
ENSG00000186205.13	brown
ENSG00000186212.4	purple
ENSG00000186222.5	green
ENSG00000186226.9	purple
ENSG00000186230.7	grey
ENSG00000186231.17	grey60
ENSG00000186235.11	grey
ENSG00000186260.17	yellow
ENSG00000186265.10	red
ENSG00000186272.13	grey
ENSG00000186280.7	pink
ENSG00000186281.12	grey
ENSG00000186283.14	pink
ENSG00000186297.12	grey
ENSG00000186298.12	grey
ENSG00000186300.12	grey60
ENSG00000186301.8	blue
ENSG00000186310.10	turquoise
ENSG00000186312.10	grey
ENSG00000186314.11	grey
ENSG00000186318.16	turquoise
ENSG00000186326.4	brown
ENSG00000186335.9	brown
ENSG00000186340.16	turquoise
ENSG00000186350.12	purple
ENSG00000186352.9	grey
ENSG00000186364.12	grey
ENSG00000186369.10	brown
ENSG00000186376.15	black
ENSG00000186377.8	purple
ENSG00000186395.8	greenyellow
ENSG00000186399.10	yellow
ENSG00000186407.7	red
ENSG00000186409.18	blue
ENSG00000186416.17	grey
ENSG00000186417.14	grey
ENSG00000186431.19	red
ENSG00000186432.10	yellow
ENSG00000186439.14	tan
ENSG00000186442.7	greenyellow
ENSG00000186446.12	grey
ENSG00000186448.15	grey
ENSG00000186451.2	grey
ENSG00000186452.11	brown
ENSG00000186453.13	turquoise
ENSG00000186462.9	turquoise
ENSG00000186466.5	grey
ENSG00000186468.13	darkred
ENSG00000186469.8	red
ENSG00000186470.14	red
ENSG00000186472.20	grey
ENSG00000186474.15	greenyellow
ENSG00000186479.5	turquoise
ENSG00000186480.13	grey
ENSG00000186481.16	brown
ENSG00000186487.20	turquoise
ENSG00000186493.13	grey
ENSG00000186496.12	brown
ENSG00000186501.14	green
ENSG00000186510.12	grey
ENSG00000186517.14	red
ENSG00000186522.15	grey
ENSG00000186523.14	midnightblue
ENSG00000186526.13	brown
ENSG00000186529.16	brown
ENSG00000186532.12	grey
ENSG00000186564.6	grey
ENSG00000186566.13	yellow
ENSG00000186567.13	magenta
ENSG00000186575.19	grey
ENSG00000186577.14	green
ENSG00000186583.12	red
ENSG00000186591.13	yellow
ENSG00000186594.14	midnightblue
ENSG00000186603.6	lightcyan
ENSG00000186615.11	grey
ENSG00000186625.14	pink
ENSG00000186628.12	grey
ENSG00000186635.14	grey
ENSG00000186638.16	pink
ENSG00000186642.16	turquoise
ENSG00000186648.15	grey60
ENSG00000186654.21	green
ENSG00000186660.15	salmon
ENSG00000186665.10	grey
ENSG00000186666.6	brown
ENSG00000186675.7	turquoise
ENSG00000186676.3	grey
ENSG00000186684.14	greenyellow
ENSG00000186687.16	yellow
ENSG00000186704.9	black
ENSG00000186710.11	blue
ENSG00000186714.12	blue
ENSG00000186715.11	blue
ENSG00000186716.21	grey
ENSG00000186723.4	brown
ENSG00000186732.14	midnightblue
ENSG00000186765.12	blue
ENSG00000186766.8	midnightblue
ENSG00000186767.7	pink
ENSG00000186777.12	grey
ENSG00000186787.9	grey
ENSG00000186790.6	grey
ENSG00000186792.17	darkgreen
ENSG00000186806.5	grey
ENSG00000186810.8	red
ENSG00000186812.13	black
ENSG00000186814.14	black
ENSG00000186815.13	brown
ENSG00000186818.12	red
ENSG00000186827.11	red
ENSG00000186831.11	greenyellow
ENSG00000186832.9	greenyellow
ENSG00000186834.4	brown
ENSG00000186838.13	grey60
ENSG00000186844.6	greenyellow
ENSG00000186847.6	magenta
ENSG00000186854.11	red
ENSG00000186862.20	grey
ENSG00000186866.17	grey
ENSG00000186867.11	lightcyan
ENSG00000186868.16	grey60
ENSG00000186871.7	pink
ENSG00000186889.10	salmon
ENSG00000186891.14	red
ENSG00000186895.4	grey
ENSG00000186897.5	grey60
ENSG00000186907.8	turquoise
ENSG00000186908.14	black
ENSG00000186910.4	grey
ENSG00000186918.14	grey
ENSG00000186919.13	blue
ENSG00000186940.6	pink
ENSG00000186951.16	yellow
ENSG00000186952.15	midnightblue
ENSG00000186973.11	grey
ENSG00000186976.15	midnightblue
ENSG00000186994.11	turquoise
ENSG00000186998.16	grey60
ENSG00000187010.21	grey
ENSG00000187013.4	brown
ENSG00000187017.17	greenyellow
ENSG00000187033.9	grey
ENSG00000187037.8	red
ENSG00000187045.19	grey
ENSG00000187048.13	midnightblue
ENSG00000187049.10	green
ENSG00000187051.9	green
ENSG00000187054.16	greenyellow
ENSG00000187066.8	blue
ENSG00000187068.3	grey60
ENSG00000187079.20	yellow
ENSG00000187091.14	brown
ENSG00000187094.12	grey
ENSG00000187097.13	brown
ENSG00000187098.17	turquoise
ENSG00000187105.9	grey
ENSG00000187109.15	darkred
ENSG00000187116.14	red
ENSG00000187118.14	green
ENSG00000187122.17	grey
ENSG00000187123.15	brown
ENSG00000187134.14	grey
ENSG00000187140.6	turquoise
ENSG00000187144.11	grey
ENSG00000187147.18	green
ENSG00000187151.7	turquoise
ENSG00000187164.20	magenta
ENSG00000187172.15	tan
ENSG00000187185.4	brown
ENSG00000187187.14	blue
ENSG00000187189.11	yellow
ENSG00000187193.9	magenta
ENSG00000187210.14	turquoise
ENSG00000187231.14	yellow
ENSG00000187239.17	turquoise
ENSG00000187240.16	grey
ENSG00000187242.6	brown
ENSG00000187243.16	grey
ENSG00000187244.12	purple
ENSG00000187257.16	yellow
ENSG00000187258.14	lightcyan
ENSG00000187260.16	turquoise
ENSG00000187266.14	brown
ENSG00000187268.12	grey
ENSG00000187288.12	turquoise
ENSG00000187323.12	grey
ENSG00000187325.5	grey
ENSG00000187372.11	yellow
ENSG00000187391.22	turquoise
ENSG00000187398.12	brown
ENSG00000187416.12	tan
ENSG00000187446.12	purple
ENSG00000187474.5	red
ENSG00000187479.8	turquoise
ENSG00000187486.5	grey60
ENSG00000187492.9	grey
ENSG00000187498.16	turquoise
ENSG00000187510.10	purple
ENSG00000187513.9	turquoise
ENSG00000187514.17	green
ENSG00000187522.16	pink
ENSG00000187527.11	tan
ENSG00000187531.14	purple
ENSG00000187534.6	grey
ENSG00000187535.14	brown
ENSG00000187537.13	tan
ENSG00000187546.14	grey
ENSG00000187554.14	grey
ENSG00000187555.16	grey
ENSG00000187556.7	grey
ENSG00000187566.6	grey
ENSG00000187583.11	purple
ENSG00000187595.16	grey
ENSG00000187601.5	turquoise
ENSG00000187605.15	yellow
ENSG00000187607.16	grey
ENSG00000187608.10	red
ENSG00000187609.16	grey
ENSG00000187621.15	tan
ENSG00000187624.9	brown
ENSG00000187626.9	grey
ENSG00000187627.17	grey
ENSG00000187630.17	green
ENSG00000187634.12	brown
ENSG00000187642.9	purple
ENSG00000187650.4	brown
ENSG00000187653.11	cyan
ENSG00000187672.14	grey
ENSG00000187676.8	grey
ENSG00000187678.10	grey
ENSG00000187682.2	blue
ENSG00000187686.4	black
ENSG00000187688.15	turquoise
ENSG00000187689.10	greenyellow
ENSG00000187690.4	tan
ENSG00000187699.10	midnightblue
ENSG00000187713.7	darkgreen
ENSG00000187714.7	grey
ENSG00000187715.13	midnightblue
ENSG00000187720.14	magenta
ENSG00000187726.9	brown
ENSG00000187730.9	turquoise
ENSG00000187735.14	pink
ENSG00000187736.13	yellow
ENSG00000187741.15	pink
ENSG00000187742.15	grey
ENSG00000187753.13	grey
ENSG00000187758.8	midnightblue
ENSG00000187762.5	black
ENSG00000187764.11	grey
ENSG00000187772.8	tan
ENSG00000187773.8	turquoise
ENSG00000187775.17	grey
ENSG00000187778.14	green
ENSG00000187790.11	yellow
ENSG00000187792.5	grey
ENSG00000187796.15	grey
ENSG00000187800.13	turquoise
ENSG00000187801.15	pink
ENSG00000187808.5	red
ENSG00000187815.10	grey
ENSG00000187824.9	turquoise
ENSG00000187837.4	grey
ENSG00000187838.17	blue
ENSG00000187840.5	green
ENSG00000187848.15	brown
ENSG00000187860.10	green
ENSG00000187862.12	red
ENSG00000187866.10	grey
ENSG00000187867.10	brown
ENSG00000187889.13	midnightblue
ENSG00000187902.11	grey
ENSG00000187905.10	grey
ENSG00000187908.20	grey
ENSG00000187912.12	red
ENSG00000187922.14	turquoise
ENSG00000187942.12	turquoise
ENSG00000187944.5	blue
ENSG00000187950.8	grey
ENSG00000187951.11	pink
ENSG00000187952.9	yellow
ENSG00000187953.10	black
ENSG00000187954.13	grey
ENSG00000187955.12	turquoise
ENSG00000187957.8	magenta
ENSG00000187959.9	grey
ENSG00000187961.14	blue
ENSG00000187980.7	grey
ENSG00000187984.13	royalblue
ENSG00000187987.9	black
ENSG00000187994.14	midnightblue
ENSG00000187997.11	grey
ENSG00000188000.5	grey
ENSG00000188001.10	grey
ENSG00000188002.10	grey
ENSG00000188010.15	green
ENSG00000188011.5	red
ENSG00000188013.6	yellow
ENSG00000188015.10	magenta
ENSG00000188021.9	yellow
ENSG00000188026.13	grey
ENSG00000188029.8	brown
ENSG00000188032.10	blue
ENSG00000188033.10	blue
ENSG00000188037.12	greenyellow
ENSG00000188039.16	grey
ENSG00000188042.8	turquoise
ENSG00000188050.3	grey
ENSG00000188051.7	grey
ENSG00000188056.12	greenyellow
ENSG00000188060.7	grey
ENSG00000188064.10	purple
ENSG00000188070.9	turquoise
ENSG00000188089.13	greenyellow
ENSG00000188092.15	blue
ENSG00000188095.6	grey
ENSG00000188101.5	grey
ENSG00000188107.15	grey
ENSG00000188112.9	purple
ENSG00000188124.3	grey
ENSG00000188130.14	magenta
ENSG00000188133.6	grey
ENSG00000188152.13	black
ENSG00000188153.14	grey
ENSG00000188157.15	grey
ENSG00000188158.16	brown
ENSG00000188162.12	grey60
ENSG00000188163.8	blue
ENSG00000188167.9	yellow
ENSG00000188171.16	brown
ENSG00000188175.10	grey
ENSG00000188176.12	grey
ENSG00000188177.14	yellow
ENSG00000188185.13	black
ENSG00000188186.10	green
ENSG00000188191.15	darkgreen
ENSG00000188199.10	grey
ENSG00000188211.9	yellow
ENSG00000188215.10	turquoise
ENSG00000188219.14	tan
ENSG00000188227.13	brown
ENSG00000188229.6	darkgreen
ENSG00000188234.13	blue
ENSG00000188242.4	blue
ENSG00000188243.13	green
ENSG00000188257.12	turquoise
ENSG00000188263.10	grey
ENSG00000188266.14	brown
ENSG00000188269.10	grey
ENSG00000188277.10	purple
ENSG00000188282.12	red
ENSG00000188283.11	brown
ENSG00000188290.11	green
ENSG00000188293.6	grey
ENSG00000188295.15	grey
ENSG00000188305.6	red
ENSG00000188306.6	brown
ENSG00000188312.14	pink
ENSG00000188313.13	red
ENSG00000188315.8	blue
ENSG00000188316.15	turquoise
ENSG00000188321.13	brown
ENSG00000188322.8	grey60
ENSG00000188338.15	grey60
ENSG00000188342.12	lightgreen
ENSG00000188343.13	grey
ENSG00000188352.12	grey
ENSG00000188365.3	grey
ENSG00000188368.10	green
ENSG00000188372.15	grey
ENSG00000188373.5	purple
ENSG00000188375.5	cyan
ENSG00000188383.8	grey
ENSG00000188385.12	grey
ENSG00000188389.11	red
ENSG00000188393.9	grey
ENSG00000188394.8	turquoise
ENSG00000188396.4	grey
ENSG00000188403.7	lightyellow
ENSG00000188404.10	red
ENSG00000188419.14	yellow
ENSG00000188428.20	grey
ENSG00000188452.14	red
ENSG00000188460.4	cyan
ENSG00000188483.8	green
ENSG00000188486.3	green
ENSG00000188487.12	grey
ENSG00000188488.14	turquoise
ENSG00000188493.15	grey
ENSG00000188501.11	grey
ENSG00000188505.5	purple
ENSG00000188508.11	greenyellow
ENSG00000188511.12	turquoise
ENSG00000188517.16	turquoise
ENSG00000188522.15	magenta
ENSG00000188523.9	brown
ENSG00000188525.4	brown
ENSG00000188529.15	pink
ENSG00000188536.13	midnightblue
ENSG00000188542.10	blue
ENSG00000188549.12	grey
ENSG00000188554.15	yellow
ENSG00000188559.15	brown
ENSG00000188566.14	pink
ENSG00000188573.8	blue
ENSG00000188580.15	grey
ENSG00000188581.9	brown
ENSG00000188582.10	grey
ENSG00000188585.9	grey
ENSG00000188596.11	turquoise
ENSG00000188599.17	blue
ENSG00000188603.22	blue
ENSG00000188610.12	pink
ENSG00000188611.16	grey
ENSG00000188612.12	green
ENSG00000188613.7	grey
ENSG00000188620.11	grey
ENSG00000188624.3	grey
ENSG00000188626.6	black
ENSG00000188636.4	salmon
ENSG00000188641.14	red
ENSG00000188643.11	greenyellow
ENSG00000188647.13	yellow
ENSG00000188649.15	turquoise
ENSG00000188659.9	grey
ENSG00000188660.4	grey
ENSG00000188662.6	turquoise
ENSG00000188672.19	grey
ENSG00000188676.13	red
ENSG00000188677.15	lightgreen
ENSG00000188681.11	grey
ENSG00000188687.17	blue
ENSG00000188690.15	green
ENSG00000188693.8	tan
ENSG00000188706.13	pink
ENSG00000188707.6	grey
ENSG00000188710.3	turquoise
ENSG00000188725.8	purple
ENSG00000188729.6	turquoise
ENSG00000188730.5	turquoise
ENSG00000188732.11	brown
ENSG00000188735.13	grey
ENSG00000188738.15	brown
ENSG00000188739.15	blue
ENSG00000188747.8	blue
ENSG00000188760.11	grey
ENSG00000188761.13	grey
ENSG00000188763.5	grey60
ENSG00000188765.7	cyan
ENSG00000188766.12	turquoise
ENSG00000188770.10	grey
ENSG00000188778.6	turquoise
ENSG00000188779.12	grey
ENSG00000188783.6	turquoise
ENSG00000188785.12	grey
ENSG00000188786.10	yellow
ENSG00000188803.15	turquoise
ENSG00000188807.13	pink
ENSG00000188811.14	black
ENSG00000188816.3	grey
ENSG00000188817.8	brown
ENSG00000188818.12	blue
ENSG00000188820.13	red
ENSG00000188822.8	red
ENSG00000188825.14	brown
ENSG00000188827.11	black
ENSG00000188828.12	grey
ENSG00000188833.10	grey
ENSG00000188846.14	darkred
ENSG00000188848.16	red
ENSG00000188856.6	cyan
ENSG00000188859.7	grey
ENSG00000188868.14	brown
ENSG00000188869.13	grey
ENSG00000188873.4	cyan
ENSG00000188878.19	grey
ENSG00000188883.5	grey
ENSG00000188886.3	midnightblue
ENSG00000188895.12	grey
ENSG00000188897.9	blue
ENSG00000188906.16	red
ENSG00000188910.8	purple
ENSG00000188916.9	turquoise
ENSG00000188917.15	grey
ENSG00000188921.14	salmon
ENSG00000188931.4	yellow
ENSG00000188933.16	grey
ENSG00000188938.17	grey
ENSG00000188958.9	red
ENSG00000188959.9	purple
ENSG00000188976.11	pink
ENSG00000188981.11	blue
ENSG00000188985.6	grey
ENSG00000188986.9	darkgreen
ENSG00000188991.3	brown
ENSG00000188992.11	yellow
ENSG00000188993.3	turquoise
ENSG00000188994.13	black
ENSG00000188996.4	grey
ENSG00000188997.8	grey
ENSG00000189001.11	greenyellow
ENSG00000189007.16	blue
ENSG00000189013.14	red
ENSG00000189014.7	grey
ENSG00000189023.10	grey
ENSG00000189042.13	grey
ENSG00000189043.10	green
ENSG00000189045.15	brown
ENSG00000189046.11	green
ENSG00000189050.16	grey
ENSG00000189051.5	greenyellow
ENSG00000189052.7	magenta
ENSG00000189056.14	turquoise
ENSG00000189057.11	pink
ENSG00000189058.9	turquoise
ENSG00000189060.5	pink
ENSG00000189064.8	tan
ENSG00000189067.13	red
ENSG00000189068.11	red
ENSG00000189077.11	green
ENSG00000189079.17	black
ENSG00000189089.5	black
ENSG00000189091.13	pink
ENSG00000189108.13	brown
ENSG00000189114.8	green
ENSG00000189120.5	purple
ENSG00000189127.8	grey
ENSG00000189129.14	turquoise
ENSG00000189134.4	turquoise
ENSG00000189136.9	black
ENSG00000189143.9	purple
ENSG00000189144.14	brown
ENSG00000189149.12	yellow
ENSG00000189157.14	brown
ENSG00000189159.16	green
ENSG00000189164.15	grey
ENSG00000189167.12	grey
ENSG00000189171.14	green
ENSG00000189180.16	brown
ENSG00000189182.10	greenyellow
ENSG00000189184.12	turquoise
ENSG00000189186.10	tan
ENSG00000189190.10	brown
ENSG00000189195.15	black
ENSG00000189212.12	lightcyan
ENSG00000189221.10	brown
ENSG00000189223.15	grey
ENSG00000189227.6	green
ENSG00000189229.11	lightcyan
ENSG00000189233.12	red
ENSG00000189238.6	red
ENSG00000189241.8	grey
ENSG00000189266.13	brown
ENSG00000189269.12	blue
ENSG00000189280.3	purple
ENSG00000189283.10	midnightblue
ENSG00000189292.16	grey
ENSG00000189298.14	black
ENSG00000189306.11	green
ENSG00000189308.11	yellow
ENSG00000189316.3	grey
ENSG00000189319.14	grey
ENSG00000189320.9	turquoise
ENSG00000189325.7	purple
ENSG00000189334.9	purple
ENSG00000189337.17	purple
ENSG00000189339.12	black
ENSG00000189343.7	cyan
ENSG00000189350.13	red
ENSG00000189362.12	magenta
ENSG00000189366.9	grey
ENSG00000189369.9	turquoise
ENSG00000189376.12	green
ENSG00000189377.9	purple
ENSG00000189398.5	grey
ENSG00000189403.15	pink
ENSG00000189409.14	turquoise
ENSG00000189410.12	magenta
ENSG00000189419.8	grey
ENSG00000189420.8	turquoise
ENSG00000189423.13	grey
ENSG00000189430.13	red
ENSG00000189431.8	grey
ENSG00000189433.7	purple
ENSG00000196072.12	grey
ENSG00000196074.13	grey
ENSG00000196081.10	grey
ENSG00000196083.10	salmon
ENSG00000196090.12	turquoise
ENSG00000196091.15	brown
ENSG00000196092.14	red
ENSG00000196096.3	brown
ENSG00000196104.11	grey
ENSG00000196109.9	grey
ENSG00000196110.8	yellow
ENSG00000196114.3	grey
ENSG00000196116.8	grey
ENSG00000196118.12	green
ENSG00000196119.8	tan
ENSG00000196123.13	blue
ENSG00000196126.11	red
ENSG00000196132.14	grey
ENSG00000196136.18	turquoise
ENSG00000196139.14	grey
ENSG00000196141.14	grey
ENSG00000196150.14	grey
ENSG00000196151.11	grey
ENSG00000196152.10	grey
ENSG00000196154.12	grey
ENSG00000196155.13	lightcyan
ENSG00000196159.14	turquoise
ENSG00000196167.10	midnightblue
ENSG00000196169.15	turquoise
ENSG00000196172.9	brown
ENSG00000196177.13	brown
ENSG00000196182.11	turquoise
ENSG00000196183.5	cyan
ENSG00000196187.12	brown
ENSG00000196188.12	brown
ENSG00000196189.13	purple
ENSG00000196196.3	turquoise
ENSG00000196199.14	grey
ENSG00000196204.12	grey
ENSG00000196205.8	cyan
ENSG00000196208.14	grey60
ENSG00000196209.13	red
ENSG00000196214.11	brown
ENSG00000196218.13	grey
ENSG00000196220.16	purple
ENSG00000196227.11	yellow
ENSG00000196230.13	green
ENSG00000196233.14	brown
ENSG00000196235.14	green
ENSG00000196236.13	grey
ENSG00000196247.11	black
ENSG00000196260.5	grey
ENSG00000196262.15	green
ENSG00000196263.8	brown
ENSG00000196267.12	brown
ENSG00000196268.12	brown
ENSG00000196274.5	blue
ENSG00000196275.14	blue
ENSG00000196277.16	turquoise
ENSG00000196284.17	grey
ENSG00000196289.7	grey
ENSG00000196290.16	pink
ENSG00000196295.12	blue
ENSG00000196296.14	blue
ENSG00000196301.3	red
ENSG00000196305.18	pink
ENSG00000196312.15	grey
ENSG00000196313.11	yellow
ENSG00000196323.14	yellow
ENSG00000196329.11	red
ENSG00000196335.13	lightcyan
ENSG00000196337.12	purple
ENSG00000196338.13	turquoise
ENSG00000196341.3	tan
ENSG00000196344.11	purple
ENSG00000196345.13	brown
ENSG00000196350.9	grey
ENSG00000196352.16	white
ENSG00000196353.11	brown
ENSG00000196357.12	brown
ENSG00000196358.11	turquoise
ENSG00000196361.10	grey60
ENSG00000196363.9	darkgreen
ENSG00000196365.12	green
ENSG00000196366.3	blue
ENSG00000196367.14	yellow
ENSG00000196368.5	turquoise
ENSG00000196369.11	yellow
ENSG00000196371.3	red
ENSG00000196372.13	green
ENSG00000196376.11	turquoise
ENSG00000196378.13	midnightblue
ENSG00000196381.11	brown
ENSG00000196387.9	black
ENSG00000196388.8	grey
ENSG00000196391.11	brown
ENSG00000196396.10	lightgreen
ENSG00000196405.13	turquoise
ENSG00000196406.4	tan
ENSG00000196407.12	greenyellow
ENSG00000196411.10	magenta
ENSG00000196417.13	brown
ENSG00000196418.12	black
ENSG00000196419.13	green
ENSG00000196420.7	brown
ENSG00000196421.8	blue
ENSG00000196422.11	grey
ENSG00000196427.13	tan
ENSG00000196428.12	yellow
ENSG00000196433.13	grey
ENSG00000196436.8	grey
ENSG00000196437.12	grey
ENSG00000196440.11	brown
ENSG00000196449.4	darkgreen
ENSG00000196453.8	green
ENSG00000196455.8	yellow
ENSG00000196456.13	green
ENSG00000196458.11	blue
ENSG00000196459.14	blue
ENSG00000196460.14	turquoise
ENSG00000196465.10	green
ENSG00000196466.10	brown
ENSG00000196468.8	turquoise
ENSG00000196470.12	grey
ENSG00000196476.12	blue
ENSG00000196482.18	brown
ENSG00000196497.17	blue
ENSG00000196498.13	magenta
ENSG00000196502.12	blue
ENSG00000196503.5	grey
ENSG00000196504.19	pink
ENSG00000196505.11	yellow
ENSG00000196507.11	turquoise
ENSG00000196510.12	grey
ENSG00000196511.14	midnightblue
ENSG00000196517.13	red
ENSG00000196526.10	turquoise
ENSG00000196531.14	darkred
ENSG00000196534.5	grey
ENSG00000196535.17	salmon
ENSG00000196542.8	brown
ENSG00000196544.8	green
ENSG00000196547.15	black
ENSG00000196549.12	grey
ENSG00000196550.10	pink
ENSG00000196557.13	turquoise
ENSG00000196562.14	turquoise
ENSG00000196569.13	turquoise
ENSG00000196576.15	grey
ENSG00000196581.11	turquoise
ENSG00000196584.3	pink
ENSG00000196586.16	brown
ENSG00000196588.20	turquoise
ENSG00000196591.12	pink
ENSG00000196593.9	tan
ENSG00000196597.13	yellow
ENSG00000196604.13	tan
ENSG00000196605.7	midnightblue
ENSG00000196611.5	magenta
ENSG00000196616.14	turquoise
ENSG00000196620.10	brown
ENSG00000196628.20	turquoise
ENSG00000196632.10	grey
ENSG00000196636.8	pink
ENSG00000196639.7	magenta
ENSG00000196642.19	darkgreen
ENSG00000196646.12	brown
ENSG00000196652.12	grey
ENSG00000196653.12	grey
ENSG00000196655.12	grey
ENSG00000196656.7	cyan
ENSG00000196659.10	grey
ENSG00000196660.11	grey
ENSG00000196663.16	magenta
ENSG00000196664.5	red
ENSG00000196666.6	turquoise
ENSG00000196668.4	red
ENSG00000196670.14	grey
ENSG00000196678.14	yellow
ENSG00000196683.11	darkred
ENSG00000196684.12	grey
ENSG00000196689.12	blue
ENSG00000196693.15	brown
ENSG00000196696.13	blue
ENSG00000196700.9	grey
ENSG00000196704.13	green
ENSG00000196705.8	brown
ENSG00000196711.9	brown
ENSG00000196712.18	yellow
ENSG00000196715.7	pink
ENSG00000196724.13	grey
ENSG00000196730.13	brown
ENSG00000196734.9	grey
ENSG00000196735.13	red
ENSG00000196739.15	magenta
ENSG00000196741.5	grey
ENSG00000196743.9	greenyellow
ENSG00000196747.4	pink
ENSG00000196748.10	grey60
ENSG00000196754.13	greenyellow
ENSG00000196756.13	blue
ENSG00000196757.8	black
ENSG00000196767.9	lightcyan
ENSG00000196776.17	magenta
ENSG00000196781.16	grey
ENSG00000196782.12	brown
ENSG00000196787.3	pink
ENSG00000196792.12	yellow
ENSG00000196793.14	grey60
ENSG00000196805.7	greenyellow
ENSG00000196810.5	grey
ENSG00000196811.13	grey
ENSG00000196812.5	brown
ENSG00000196814.15	midnightblue
ENSG00000196821.10	salmon
ENSG00000196839.13	magenta
ENSG00000196843.17	turquoise
ENSG00000196844.9	grey
ENSG00000196850.6	yellow
ENSG00000196859.8	grey
ENSG00000196860.8	grey
ENSG00000196862.10	grey
ENSG00000196865.4	yellow
ENSG00000196867.8	grey
ENSG00000196872.12	brown
ENSG00000196873.16	blue
ENSG00000196876.18	grey60
ENSG00000196878.15	greenyellow
ENSG00000196890.4	grey
ENSG00000196911.11	grey
ENSG00000196912.12	yellow
ENSG00000196914.9	yellow
ENSG00000196917.6	brown
ENSG00000196922.10	grey
ENSG00000196923.14	magenta
ENSG00000196924.19	turquoise
ENSG00000196932.12	turquoise
ENSG00000196935.9	grey
ENSG00000196937.11	salmon
ENSG00000196943.14	yellow
ENSG00000196950.14	salmon
ENSG00000196951.11	blue
ENSG00000196954.14	red
ENSG00000196961.13	salmon
ENSG00000196967.11	brown
ENSG00000196968.11	magenta
ENSG00000196972.9	grey
ENSG00000196975.16	grey
ENSG00000196976.7	green
ENSG00000196979.1	turquoise
ENSG00000196981.4	blue
ENSG00000196990.9	grey
ENSG00000196998.19	green
ENSG00000197006.14	grey
ENSG00000197008.10	black
ENSG00000197013.10	brown
ENSG00000197016.12	brown
ENSG00000197019.5	grey
ENSG00000197020.11	brown
ENSG00000197021.9	grey
ENSG00000197024.9	brown
ENSG00000197037.11	black
ENSG00000197043.14	turquoise
ENSG00000197044.11	brown
ENSG00000197045.13	yellow
ENSG00000197046.12	brown
ENSG00000197050.11	brown
ENSG00000197054.12	blue
ENSG00000197056.11	pink
ENSG00000197057.10	red
ENSG00000197061.5	grey
ENSG00000197062.11	grey
ENSG00000197063.11	grey
ENSG00000197070.14	green
ENSG00000197077.13	yellow
ENSG00000197081.16	magenta
ENSG00000197083.11	turquoise
ENSG00000197084.5	greenyellow
ENSG00000197085.11	lightcyan
ENSG00000197093.11	red
ENSG00000197099.8	grey
ENSG00000197102.12	yellow
ENSG00000197106.7	turquoise
ENSG00000197110.9	grey
ENSG00000197111.16	green
ENSG00000197114.12	blue
ENSG00000197119.13	blue
ENSG00000197121.15	brown
ENSG00000197122.12	brown
ENSG00000197124.12	brown
ENSG00000197128.12	grey
ENSG00000197134.13	brown
ENSG00000197136.4	grey
ENSG00000197140.15	grey
ENSG00000197142.10	brown
ENSG00000197147.15	yellow
ENSG00000197149.5	darkred
ENSG00000197150.13	green
ENSG00000197153.5	grey
ENSG00000197157.11	salmon
ENSG00000197162.10	grey
ENSG00000197165.11	brown
ENSG00000197168.13	grey
ENSG00000197170.10	pink
ENSG00000197172.10	tan
ENSG00000197177.15	grey
ENSG00000197180.2	brown
ENSG00000197181.12	turquoise
ENSG00000197182.14	grey
ENSG00000197183.14	brown
ENSG00000197191.6	purple
ENSG00000197208.6	magenta
ENSG00000197213.10	grey
ENSG00000197217.13	grey
ENSG00000197223.12	pink
ENSG00000197226.13	yellow
ENSG00000197238.5	grey
ENSG00000197245.6	turquoise
ENSG00000197249.14	red
ENSG00000197251.3	grey
ENSG00000197253.13	turquoise
ENSG00000197256.11	turquoise
ENSG00000197258.5	grey
ENSG00000197261.11	magenta
ENSG00000197265.9	grey
ENSG00000197272.2	red
ENSG00000197273.4	brown
ENSG00000197275.14	darkturquoise
ENSG00000197279.4	purple
ENSG00000197283.17	black
ENSG00000197291.9	grey60
ENSG00000197296.6	salmon
ENSG00000197299.12	pink
ENSG00000197301.7	red
ENSG00000197302.10	black
ENSG00000197308.9	brown
ENSG00000197312.12	brown
ENSG00000197320.5	brown
ENSG00000197321.15	yellow
ENSG00000197323.12	yellow
